golden_id,case_id,root_tweet_id,customer_id,created_at,turn_count,initial_customer_message,intent,confidence,notes
GOLD_134,TESCO_1202129,1202129,402447,Wed Oct 25 12:49:52 +0000 2017,6,@220216 @Tesco Could someone please explain what’s in this video? Only 6 biscuits in an 8 pack? #YoureAtIt #MissingMyExtra2 https://t.co/WBlpnFMbHL,product_quality_safety,high,
GOLD_135,TESCO_1393561,1393561,444097,Sat Oct 28 12:49:34 +0000 2017,6,Only the finest cups at @Tesco cafe 😭😭 https://t.co/4xfp70FUzA,other,medium,
GOLD_136,TESCO_2220624,2220624,648578,Fri Nov 10 11:22:12 +0000 2017,3,"@Tesco I knew you had.. all the ones I've used so far, I've thrown away..  as they all split. I thought it was a one off.. but i don't think it is.. I'll take the package back to my local store.
Thanks",product_quality_safety,high,
GOLD_137,TESCO_1239260,1239260,410686,Wed Nov 01 17:40:12 +0000 2017,2,@Tesco  What's Guamin? Where is my moneycard with my refund. Mans wants more bacon rashers https://t.co/cjaiop59YL,refund_return_compensation,high,
GOLD_138,TESCO_2939818,2939818,711277,Wed Nov 29 10:57:29 +0000 2017,3,"just put away @Tesco food home shop delivery order &amp; there were 2 extra items: packet of Love Hearts (5 for £1 offer) &amp; bottle of Tesco Zero Cola (ordered 2, got 3, at 50p/bottle)",online_order_issue,high,
GOLD_139,TESCO_1041469,1041469,366320,Sat Oct 14 14:39:30 +0000 2017,5,"@Tesco your Uxbridge metro store no longer sell Tesco's own salt + vinegar chipsticks, do you know if they'll be back?? :(",product_availability,high,
GOLD_140,TESCO_1188920,1188920,399567,Sun Oct 15 15:07:04 +0000 2017,4,"@Tesco Why have you removed the Green Clubcard Points from your Isle of Man branch since you introduced the 5p bag charge? If you genuinely care about the environment, why not reward customers who care?",clubcard_account,high,
GOLD_141,TESCO_2377402,2377402,685672,Mon Nov 13 20:14:29 +0000 2017,5,@Tesco why does your Whitstable store never seem to have any Finest write rolls in stock? Almost always out when I go (early evening). Fresh bread also runs out.,product_availability,high,
GOLD_142,TESCO_440659,440659,219547,Mon Oct 30 16:46:17 +0000 2017,6,@Tesco I seem to remember in my last points statement a voucher which if used 3 times I'd get a coupon for £5 off a £40 shop.Nothing has,clubcard_account,high,
GOLD_143,TESCO_808437,808437,312638,Thu Oct 12 18:25:44 +0000 2017,3,"Just opened my taco meal... half the tacos are in pieces, disappointing @Tesco",product_quality_safety,high,
GOLD_144,TESCO_1391505,1391505,443636,Mon Oct 16 15:13:46 +0000 2017,4,"@Tesco Absolutely disgusted with service &amp; ""customer care"".I have had to cancel my order because of misrepresentation of your service.My click&amp;collect changed to a home delivery.WHY?I am abroad when they want to deliver but that's my problem and they can't reschedule delivery 😐",click_collect,medium,
GOLD_145,TESCO_2520008,2520008,295074,Mon Nov 27 09:48:30 +0000 2017,6,@Tesco Yeah it does thanks very much,other,high,
GOLD_146,TESCO_1091054,1091054,377427,Sat Oct 14 18:40:18 +0000 2017,5,Loved finding this dead snail in my broccoli tonight @Tesco 😷 https://t.co/gbmeUl4gJZ,product_quality_safety,high,
GOLD_147,TESCO_1204540,1204540,402952,Mon Oct 23 07:56:16 +0000 2017,7,@Tesco Then shouldn't it legally contain it in the list of ingredients as it is a allergen?,product_information,high,
GOLD_148,TESCO_594104,594104,260724,Sun Dec 03 14:44:27 +0000 2017,2,"Disgraceful service @Tesco Newtownabbey this afternoon ! Simple issue turned into 25 mins , no communication and a bad attitude #Tesco",store_service_complaint,high,
GOLD_149,TESCO_1611418,1611418,494586,Sun Nov 05 11:36:45 +0000 2017,3,"@Tesco thanks for not bothering to reply. Going to shop online elsewhere, the courtesy of a response would have been appreciated.",other,high,
GOLD_150,TESCO_2620334,2620334,740445,Fri Nov 17 13:58:05 +0000 2017,3,"@Tesco Hi, bought some fairy cakes to receive only actually holder for the cakes, I feel robbed💔 https://t.co/0nPslFGL1O",product_quality_safety,high,
GOLD_151,TESCO_2724080,2724080,763171,Mon Nov 20 11:10:59 +0000 2017,2,@Tesco that's great to hear that some effort has been made. Hopefully you will continue to research alternative to plastic or recyclable plastic that's in All our planets interest https://t.co/hkui2grPXG,other,high,
GOLD_152,TESCO_1743545,1743545,525884,Fri Oct 27 05:13:33 +0000 2017,2,Love when @Tesco dispatch my preorder on the morning of the release date https://t.co/hMos4jowV8,other,high,
GOLD_153,TESCO_2192844,2192844,546929,Fri Nov 10 04:51:32 +0000 2017,4,@Tesco why has your “peel back plastic” been made un-peelable? #scoldedfingers https://t.co/ZiMPESkG96,product_quality_safety,high,
GOLD_154,TESCO_1914263,1914263,379601,Thu Oct 26 10:56:12 +0000 2017,3,@Tesco Oooh yay thank you! :),other,high,
GOLD_155,TESCO_1101445,1101445,379881,Sat Nov 25 17:43:25 +0000 2017,2,Just bought the new #CODWWII from @Tesco and got I.D'd 🤣🙃 https://t.co/PVSvyq9feU,other,high,
GOLD_156,TESCO_1642679,1642679,502114,Tue Oct 17 12:34:02 +0000 2017,4,@tesco when you weren’t making enough money off 5p bags so you ban them and only offer 10p ones. You’ve lost a customer!,store_service_complaint,medium,
GOLD_157,TESCO_1570451,1570451,484305,Sat Nov 04 16:27:14 +0000 2017,5,Thanks @Tesco for this delicious treat 🙄 https://t.co/sxjnkjlyMW,other,high,
GOLD_158,TESCO_1639296,1639296,501251,Tue Oct 17 12:12:35 +0000 2017,4,"@Tesco My Direct order was due to be at store yesterday. Still showing as despatched on website this morning, but now website down. Help?",online_website_issue,high,
GOLD_159,TESCO_2613510,2613510,738855,Fri Nov 17 12:49:31 +0000 2017,3,@Tesco I’m saddened by your tortilla packaging. No zip lock seal working on this packet of white tortilla wraps! No sir. https://t.co/QrskUsiUjl,product_quality_safety,high,
GOLD_160,TESCO_1584754,1584754,487642,Sat Nov 04 18:59:20 +0000 2017,6,@Tesco supermarkets up to their old tricks. Looks nice and meaty through window then not so meaty on opening the box. https://t.co/YDiL1WS46X,product_quality_safety,high,
GOLD_161,TESCO_2460182,2460182,704492,Thu Nov 09 17:47:07 +0000 2017,2,@Tesco hello do u sell false eyelashes ???,product_availability,high,
GOLD_162,TESCO_2895431,2895431,720708,Tue Nov 28 16:04:13 +0000 2017,3,@Tesco That's good news. I'm so glad to hear that.,other,high,
GOLD_163,TESCO_506087,506087,236100,Fri Dec 01 19:35:22 +0000 2017,2,Just had a lovely chat at checkout with Alan in your Bolton Horwich store. 18 years service and now 86 years old. Good for you @Tesco #nevertooold,other,high,
GOLD_164,TESCO_1125566,1125566,294884,Sat Oct 14 12:00:00 +0000 2017,5,@Tesco will you be bringing the Tesco Roast Turkey Dinner in time for Christmas? https://t.co/kC8XxGJhhv,product_availability,high,
GOLD_165,TESCO_2025145,2025145,598900,Mon Nov 06 13:52:27 +0000 2017,5,"@Tesco car shampoo is faulty, inside of the lid snapped off causing it to spill over my kitchen floor when picked up, ruined all my clothes😠 https://t.co/8lXMoawXxY",product_quality_safety,high,
GOLD_166,TESCO_1935135,1935135,575746,Sat Oct 28 17:03:45 +0000 2017,3,@Tesco how do I go about cancelling an order I have not yet picked up from store? It’s no longer required.,online_order_issue,high,
GOLD_167,TESCO_2879080,2879080,799063,Mon Nov 27 21:12:06 +0000 2017,2,@Tesco Outlet on eBay refusing 2 refund £200 for Kids Xmas gift returned according to their own policy. Getting nowhere with cust services.,refund_return_compensation,high,
GOLD_168,TESCO_2236895,2236895,652304,Fri Nov 10 15:51:05 +0000 2017,4,"@Tesco hello, can you confirm if you have discontinued Tesco fiery ginger beer 4 pack.. Can't seem to find anywhere 🤔. Thanks in advance",product_availability,high,
GOLD_169,TESCO_1951024,1951024,579450,Sun Oct 29 09:16:04 +0000 2017,2,@Tesco Will you be restocking the following pyjamas? F&amp;F Floral Print Twosie Ref: cc721429,product_availability,high,
GOLD_170,TESCO_1332657,1332657,430884,Mon Oct 16 12:09:27 +0000 2017,4,It’s soup weather! Pity I need to go out in it to actually have the means to make it 🤔 🌧 #FirstWorldProblems,other,high,
GOLD_171,TESCO_2948972,2948972,135766,Wed Nov 29 11:19:46 +0000 2017,2,@Tesco could you help with a click collect order?,click_collect,high,
GOLD_172,TESCO_2823465,2823465,392056,Mon Nov 27 08:43:54 +0000 2017,3,"@Tesco Had a rhubarb and ginger pie today- tastes amazing, but not exactly 'deep-filled' .  More like 'half-filled' or filled by scrooge himself.  #disappointed https://t.co/c9bOLR8ScM",product_quality_safety,high,
GOLD_173,TESCO_2931096,2931096,810767,Wed Nov 29 05:03:09 +0000 2017,3,@Tesco I found a rat wandering around in your store.,store_service_complaint,high,
GOLD_174,TESCO_917246,917246,337765,Fri Oct 13 18:38:25 +0000 2017,5,Where’s my cheese and onion crisp?! Appalled and somewhat distressed by this atrocity @Tesco https://t.co/htd8pNhx3L,product_availability,medium,
GOLD_175,TESCO_1273730,1273730,418146,Thu Oct 26 14:29:01 +0000 2017,2,@Tesco hi I have sent a dm about something,other,high,
GOLD_176,TESCO_2267584,2267584,197629,Thu Oct 19 18:03:29 +0000 2017,2,@Tesco you’re the best 🤗,other,high,
GOLD_177,TESCO_796819,796819,310015,Thu Oct 12 14:10:50 +0000 2017,3,@Tesco Hiya would it be at all possible to find out what stores in Liverpool area stock the new Vegan Slim Fast Vitality powder please? :),product_availability,high,
GOLD_178,TESCO_2899827,2899827,803330,Tue Nov 28 15:05:37 +0000 2017,2,@Tesco Mohammed on checkout 16 at Burnage today has made me come out of twitter retirement! Best customer service in a supermarket ever!,other,high,
GOLD_179,TESCO_2323852,2323852,581114,Mon Nov 13 08:14:20 +0000 2017,6,"@Tesco They are definitely aware of it, because everyone is aware of the update issue. It’s just tescos is usually pretty bad for queuing and half of the checkouts now don’t work :P and so close to xmas.",store_service_complaint,high,
GOLD_180,TESCO_1255748,1255748,414428,Sat Oct 28 07:30:12 +0000 2017,14,@Tesco I went in and they don't have it 😒 thank you for all your help x,product_availability,high,
GOLD_181,TESCO_2164117,2164117,635324,Sun Nov 26 11:54:41 +0000 2017,4,"@Tesco I have a question about the Wellingborough branch, one of the security scanners in the doorway has been fenced off for 2 months and it is restricting access (FIRE HAZARD). When will it be fixed?",store_service_complaint,high,
GOLD_182,TESCO_687056,687056,284069,Thu Nov 23 13:28:03 +0000 2017,4,Don’t think I could get through winter without a hot bowl of soup at lunch time 🍜,other,high,
GOLD_183,TESCO_912983,912983,336817,Fri Oct 13 14:59:41 +0000 2017,7,@Tesco bought this for a #Stew #disapointed #Gristle #Toomuchwaste #NotHappy https://t.co/TH2FzQ5p0p,product_quality_safety,high,
GOLD_184,TESCO_803327,803327,297604,Thu Oct 12 16:01:53 +0000 2017,4,@Tesco hey sorry to ask... But I still haven't received a email confirming my order for #WWE2K18 deluxe edition is out for depatch.,online_order_issue,high,
GOLD_185,TESCO_41729,41729,125191,Wed Nov 01 14:26:00 +0000 2017,4,"Hi @Tesco - just bought this, and spotted use by date. What’s the procedure? https://t.co/OUbRgDxp7V",product_quality_safety,high,
GOLD_186,TESCO_76272,76272,133063,Thu Nov 30 11:51:29 +0000 2017,7,@Tesco bought this yesterday!! Good job I checked! https://t.co/bXwQnHrKnv,product_quality_safety,medium,
GOLD_187,TESCO_2570482,2570482,124916,Mon Oct 30 14:47:17 +0000 2017,3,@Tesco is your Liverpool park road Tesco doing midnight release for call if duty ww2?,store_service_complaint,medium,
GOLD_188,TESCO_1151129,1151129,390890,Tue Oct 24 15:07:30 +0000 2017,2,Thank you @Tesco at aston superstore for your pumpkins 🎃 these are gonna look amazing for the weekend 👍🏽 https://t.co/8ggvNNOW2E,other,high,
GOLD_189,TESCO_619784,619784,267107,Wed Nov 22 13:59:26 +0000 2017,2,"@Tesco!!!!
Buy items £88.98. Tesco debits amount then debits again! Happened on the 18th Oct. THIRTY-SIX DAYS later @Tesco refuses to refund. @Tesco blames my bank Barclays. Wonder how many people have been double charged by @Tesco and not even aware of it?",refund_return_compensation,high,
GOLD_190,TESCO_2678625,2678625,753755,Sun Nov 19 12:07:48 +0000 2017,6,@Tesco purchased some donuts @ Loughborough yesterday. Opted for Cookies &amp; Cream to get home to find they were peanut butter. Mixing locations with nuts is a big no no and ruined the dozen for a birthday gift! https://t.co/lO4V8jykqq,product_quality_safety,high,
GOLD_191,TESCO_1850499,1850499,553974,Wed Oct 18 21:28:18 +0000 2017,2,@Tesco @123088 Thank you for your generous donations to our school. My class had a brilliant time sourcing healthy food! https://t.co/ba8h20GWnE,other,high,
GOLD_192,TESCO_1632529,1632529,487638,Sun Nov 05 18:28:30 +0000 2017,4,"@Tesco ..when you have parked in daylight. My daughter said it was same on 1.11.17 at 7.15pm. Not safe, esp for lone women 3/3 https://t.co/9H4K5ThDxE",store_service_complaint,high,
GOLD_193,TESCO_1739948,1739948,525046,Tue Nov 07 15:53:15 +0000 2017,3,@Tesco I bought these brownies today - they’re rock solid 2nd time it’s happened. I think the B.B. date is incorrect https://t.co/0zGBZja9q7,product_quality_safety,high,
GOLD_194,TESCO_476555,476555,228256,Fri Dec 01 11:17:24 +0000 2017,8,"@Tesco Awesome, thank you 😊",other,high,
GOLD_195,TESCO_959438,959438,347638,Sat Oct 21 19:22:45 +0000 2017,2,@Tesco I did click and collect today I was handed my list but not told I had 3 items missing and I didn’t have to sign to say I had my shop!,click_collect,high,
GOLD_196,TESCO_2770998,2770998,265862,Tue Nov 21 12:52:03 +0000 2017,10,hi @Tesco why does your store on shoreditch high street smell so bad? its been like this for about 6 weeks.,store_service_complaint,high,
GOLD_197,TESCO_2653998,2653998,748380,Sun Nov 19 00:53:05 +0000 2017,4,Truly appalled to find a stone in my bread @Tesco I nearly broke my tooth on an innocent sandwich ! Where is the quality heading #whatthehell,product_quality_safety,high,
GOLD_198,TESCO_1652102,1652102,504462,Mon Nov 06 07:22:58 +0000 2017,6,"I see @Tesco are up to their old misleading prices again. Poor show, very little help https://t.co/GMabv60KEm",pricing_offers,high,
GOLD_199,TESCO_1232268,1232268,409009,Wed Oct 25 21:10:01 +0000 2017,2,@Tesco can I please get a reply to my DM? I would like to make a complaint about the service I have received!,store_service_complaint,high,
GOLD_200,TESCO_1785679,1785679,491403,Wed Oct 11 13:49:12 +0000 2017,3,"@Tesco Something wrong with your website, trying to order groceries and it keeps asking me to refresh page every couple of seconds !",online_website_issue,high,
GOLD_201,TESCO_481143,481143,229364,Fri Dec 01 12:15:43 +0000 2017,4,@Tesco what's going on? I'm on delivery saver and trying to do my weekly shop and there isn't a single slot for the whole month. Looks like it's Ocado today. 😩,delivery_slots,high,
GOLD_202,TESCO_476581,476581,228261,Fri Dec 01 11:04:56 +0000 2017,5,@Tesco I bought this from your store in too valley and the calorie info was hidden by a sticker?! https://t.co/Cg5zkrhlvB,product_information,high,
GOLD_203,TESCO_2956357,2956357,816056,Wed Nov 29 14:35:29 +0000 2017,2,Absolutely disgraceful service from @Tesco cancelling a TV meant for a Christmas present 2 weeks after the order being placed and after Black Friday! Will never be ordering anything from Tesco direct again and wouldn't advise anyone else to,online_order_issue,high,
GOLD_204,TESCO_1280007,1280007,419497,Thu Oct 26 16:23:15 +0000 2017,3,@Tesco how come you've discontinued your buttermilk? Went in your Willenhall store earlier and was told you no longer did it.,product_availability,high,
GOLD_205,TESCO_1813876,1813876,544915,Sun Oct 15 13:41:58 +0000 2017,4,"@128767 hi,just wondering where we can purchase the meat free thick cut chunky strips from?Have tried local @117249 @Morrisons &amp; @Tesco",product_availability,high,
GOLD_206,TESCO_1218495,1218495,405899,Wed Oct 25 14:33:17 +0000 2017,5,@Tesco Why are the shelves so poorly stocked in the Burgess Hill store? No Tesco sardines for my dog! Disappointed.,product_availability,high,
GOLD_207,TESCO_1532321,1532321,435576,Fri Nov 03 20:15:58 +0000 2017,2,Great bit of parking! Very able bodied family stepped out of the vehicle and went shopping @tesco Teddington. https://t.co/LVCiWmcHxg,store_service_complaint,high,
GOLD_208,TESCO_1458182,1458182,458448,Thu Nov 02 18:58:16 +0000 2017,5,Hi @Tesco This is in store for £29 but online for £19. There are some in stock in Silverburn store but wasn't allowed for £19. Why? https://t.co/m3OP7VqkO8,pricing_offers,high,
GOLD_209,TESCO_2786686,2786686,777995,Tue Nov 21 18:11:57 +0000 2017,5,No voting tokens in @Tesco Wotton under Edge today. Could not vote for our project 🙁 Please send more tokens! #bagsofhelp @22071,other,high,
GOLD_210,TESCO_1822559,1822559,547129,Sun Oct 15 16:18:29 +0000 2017,3,"@Tesco hi, I think there’s something wrong with your app when browsing for groceries... https://t.co/Hv40jil31B",online_website_issue,high,
GOLD_211,TESCO_1402995,1402995,446198,Mon Oct 30 12:00:43 +0000 2017,5,@Tesco when can i get a #snesmini from you guys? #ivebeenwaitingages !,product_availability,high,
GOLD_212,TESCO_1148047,1148047,390187,Tue Oct 24 13:13:01 +0000 2017,3,@Tesco is this a scam?? https://t.co/CQq0cK0Zui,other,high,
GOLD_213,TESCO_2572870,2572870,242766,Thu Nov 16 18:56:17 +0000 2017,3,@Tesco your price match is rubbish as you haven’t matched @Morrisons forthglade dog food price of £1 Staff talk rubbish too when asked!,pricing_offers,high,
GOLD_214,TESCO_748249,748249,298874,Sat Nov 25 08:28:18 +0000 2017,5,@Tesco is this available to purchase in store around Wirral / Liverpool? https://t.co/Ow7ACHh8lf,product_availability,high,
GOLD_215,TESCO_1862357,1862357,556562,Fri Oct 20 09:58:27 +0000 2017,6,"@Tesco What's happened to your bin bags,every one has ripped down the side,I've had to sellotape it.The grey tab comes out too when I tie it https://t.co/YbKQbvjvZI",product_quality_safety,high,
GOLD_216,TESCO_2610941,2610941,738348,Fri Nov 17 09:42:43 +0000 2017,4,"@Tesco Hi, I work in one of your Tesco stores and am trying to sign up for a MyAccount. However once I've put in my D.O.B and national insurance number it says it doesnt match the records. Thanks",clubcard_account,high,
GOLD_217,TESCO_864669,864669,325357,Fri Oct 20 12:09:03 +0000 2017,2,@Tesco probably had about half of my basket online that needed something to replace it as it wasn’t available...not the best,online_order_issue,high,
GOLD_218,TESCO_1079263,1079263,374585,Mon Oct 23 14:07:06 +0000 2017,2,@Tesco signed up for delivery saver free trial and was still charged for delivery at checkout on first order??,pricing_offers,high,
GOLD_219,TESCO_453475,453475,222598,Fri Dec 01 01:41:04 +0000 2017,4,"@Tesco oi oi Tesco, there’s a cheap brand intruder in my shopping! That’s not what I paid for... https://t.co/wnIHWLWdqS",online_order_issue,high,
GOLD_220,TESCO_1973974,1973974,584594,Thu Nov 02 03:12:11 +0000 2017,11,@Tesco Mouldy @2251  shakes sold by you guys that got me feeling sick and you guys are treating it like I brought the wrong item,product_quality_safety,high,
GOLD_221,TESCO_1374654,1374654,439970,Fri Oct 27 20:53:24 +0000 2017,5,@Tesco - will your deliveries ever be on time?! What do I pay my delivery charge for? https://t.co/ewV6mTrI2r,delivery_issue,high,
GOLD_222,TESCO_2765,2765,116365,Mon Oct 30 21:34:06 +0000 2017,4,Imagine getting half way through your shopping to find this 😑 @Tesco I better not loose my slot. #1stworldproblems https://t.co/VNi3PIDo6h,online_website_issue,medium,
GOLD_223,TESCO_1829648,1829648,549043,Tue Oct 17 15:04:41 +0000 2017,3,@Tesco in what world is this amount of packaging needed for some fucking sharpies????? https://t.co/6g314TXnVh,other,high,
GOLD_224,TESCO_2755038,2755038,771133,Mon Nov 20 19:21:16 +0000 2017,4,Was so excited to make food tonight. Stopped off @Tesco for an avocado and ended up with this... £1.10 in the bin!! #FirstWorldProblems https://t.co/wqbnGvUh81,product_quality_safety,high,
GOLD_225,TESCO_2733094,2733094,200385,Mon Nov 20 12:55:46 +0000 2017,6,@Tesco any reason why Ive been unable to get a daily telegraph delivered for the past few weeks with my online grocery delivery?,online_order_issue,high,
GOLD_226,TESCO_2812236,2812236,694441,Wed Nov 22 08:04:56 +0000 2017,3,I have a complaint about March Hostmoor @Tesco and the treatment I received from your staff this morning,store_service_complaint,high,
GOLD_227,TESCO_1865812,1865812,391896,Fri Oct 20 16:46:31 +0000 2017,2,Disgusted at the amount of water that has come out of @Tesco chicken breasts. Never had this problem with @AldiUK chicken. https://t.co/sk8ad534bL,product_quality_safety,high,
GOLD_228,TESCO_555597,555597,249729,Sat Dec 02 18:18:43 +0000 2017,4,Doing my Sunday prep. Both these Cauliflowers are from @Tesco and both a £1 🤷🏼‍♀️ What's going on?! #robbed https://t.co/YRsViDYNs5,product_quality_safety,medium,
GOLD_229,TESCO_1258339,1258339,414854,Thu Oct 26 00:36:15 +0000 2017,6,"@Tesco Will you be getting more of these before the offer ends? And if not, can you honour the price when stock comes back in? https://t.co/jsuJtX0IHD",product_availability,high,
GOLD_230,TESCO_2898274,2898274,802982,Tue Nov 28 15:15:10 +0000 2017,5,"@Tesco what’s the point in sending out clubcard vouchers that have already expired? Received today, expired yesterday??",clubcard_account,high,
GOLD_231,TESCO_2404233,2404233,359581,Tue Nov 14 12:09:10 +0000 2017,2,"Thanks @tesco for selling milk with the lid so loose, that two pints of milk leaked and totally ruined my car",product_quality_safety,high,
GOLD_232,TESCO_2142862,2142862,149941,Thu Oct 19 06:35:24 +0000 2017,2,@Tesco when ordering online groceries could the option at the end to add to Foodbank be added? Just a thought,other,high,
GOLD_233,TESCO_2421127,2421127,695478,Sun Nov 05 12:24:57 +0000 2017,2,How come every time I order the smallest amount of root ginger this arrives @Tesco?#gingernuts https://t.co/axzQdyxi2g,online_order_issue,medium,
GOLD_234,TESCO_446956,446956,220884,Fri Dec 01 09:29:40 +0000 2017,8,@Tesco There is no justification for a 10% increase @Tesco particularly when inflation is only 2%. You should absorb the difference. Your pricing offers anyway encourages people to buy too much &amp; is appalling #Wastage,pricing_offers,high,
GOLD_235,TESCO_2022679,2022679,598216,Mon Nov 06 08:39:37 +0000 2017,2,@Tesco why is it that when I add COD:WW2 and a 3 months Xbox live subscription the discount is applied? https://t.co/xNCxlXxKoP,pricing_offers,high,
GOLD_236,TESCO_2908606,2908606,129303,Tue Nov 28 17:36:44 +0000 2017,6,@Tesco Just realised you’ve completely changed your cream crackers recipe recently... why?,product_information,high,
GOLD_237,TESCO_1808854,1808854,543425,Sat Oct 14 15:52:23 +0000 2017,2,"@Tesco can I use Pay+ at a PayatPump pump. It seemed to recognise my phone, but did nothing but bleep",clubcard_account,high,
GOLD_238,TESCO_654795,654795,275764,Wed Nov 22 20:43:20 +0000 2017,2,@Tesco Got back late from a trip tonight went to Tesco Express on Heath Street ONLY for convenience. They sell week old milk. Not to mention the dirty shelves.  😤 https://t.co/7jGgNbYRpg,store_service_complaint,high,
GOLD_239,TESCO_2913749,2913749,806587,Tue Nov 28 19:55:10 +0000 2017,2,"I finally decided to try a baguette from Tesco, as expected, not good. @Tesco you don't know how to baguette.",product_quality_safety,high,
GOLD_240,TESCO_523597,523597,240999,Fri Dec 01 23:16:58 +0000 2017,10,"@Tesco Hello, I bought 2 Tesco's own Xero Colas and was wondering why one of them tasted awful, it was 8 months out of date (APR 2017) so I checked the other bottle, but that one says APR 2018 and is fine.
Liverpool, Park Road store.",product_quality_safety,high,
GOLD_241,TESCO_2707977,2707977,324045,Mon Nov 20 00:00:36 +0000 2017,5,"@Tesco Tesco Express Upper Newtownards Road Belfast - Refurbishment: It might be a good idea to turn off the 6 to 11 illuminated sign, to reduce the number of drivers who start a drive in, then abandon, thus increasing possibility of accident on busy road",store_service_complaint,high,
GOLD_242,TESCO_2325775,2325775,673668,Mon Oct 30 17:44:00 +0000 2017,4,@Tesco visited one of your petrol stations and my receipt shows another clubcard number not mine........,clubcard_account,high,
GOLD_243,TESCO_1669746,1669746,508368,Mon Nov 20 16:17:31 +0000 2017,9,@Tesco no signs saying use napkins to handle? I would have thought most people would look for tongs? Can’t see how it helps people with nut allergies as all do doughnuts is same cabinet? Are you comfortable with managers response?,store_service_complaint,high,
GOLD_244,TESCO_1846652,1846652,553116,Thu Oct 19 17:28:12 +0000 2017,3,@Tesco is this how you really deliver packages? I've now got to take them back as some are damaged! #dissapointed https://t.co/terAxD9EwO,delivery_issue,high,
GOLD_245,TESCO_1884435,1884435,562276,Mon Oct 23 06:53:24 +0000 2017,4,"@Tesco found this in my light brown muscavado sugar. Not interested in £2.50 refund. Just disappointed. From Tesco Longton, Stoke on Trent. https://t.co/H4Hu4uPd13",product_quality_safety,high,
GOLD_246,TESCO_278567,278567,182436,Wed Nov 15 14:59:23 +0000 2017,5,"Hey @Tesco - why have you stopped selling the 'Healthy Living BBQ Chicken Sandwich'?! That sandwich was awesome and I don't like the other healthy living options, so now i'm going to get fat!",product_availability,high,
GOLD_247,TESCO_1930021,1930021,574332,Sat Oct 28 08:38:38 +0000 2017,2,@Tesco scanner to scan fob. Can I order an additional normal card for my husband linked to my account.2/2,clubcard_account,high,
GOLD_248,TESCO_454713,454713,222914,Sat Nov 25 23:22:17 +0000 2017,5,"@Tesco can't believe it! bought some chocolate digestives from your store and a good few were plain - considering they're more expensive than plain ones, its a bit of a joke. please sort it!",product_quality_safety,high,
GOLD_249,TESCO_1595572,1595572,490234,Sat Nov 04 21:29:01 +0000 2017,8,@Tesco my delivery was due to come an hour and a half ago but is still a no show and yet on the website it says it's been delivered. 😪😪😪,delivery_issue,high,
GOLD_250,TESCO_1959357,1959357,482250,Mon Oct 30 11:39:16 +0000 2017,2,Delivery is 38 minutes late @Tesco (you did text me to let me know but I really want the cereal I've ordered),delivery_issue,high,
