section,golden_id,gold_intent,predicted_intent,customer_message,reply,escalate,human_escalate,policy_escalate,intent_alignment,helpfulness,grounding,safety_factuality,escalation_appropriateness,overall_quality,unsupported_claim,needs_human,failure_detail,concise_reason,retrieval_score
rule_false_negative,GOLD_247,,,,"I understand you're looking to order an additional Clubcard for your husband, linked to your account. I don't have access to account details or the ability to arrange new cards. A human colleague will be able to look into this for you and explain the options for getting an additional card linked to your Clubcard account.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_047,,,,"I'm really sorry to hear that your pasta bake only had one day's date on it and you had to bin it so soon after purchase. That's definitely not the experience we want for our customers. To help us look into this, could you please provide the barcode, supplier code, and date code from the packaging, along with the store where you purchased it and your full name and postcode? A human colleague will be able to investigate this further for you.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_087,,,,"Oh dear, I'm sorry to hear that. To help us look into this, could you please let us know which store this is and where in the store you've spotted it?",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_166,,,,"To cancel a Click & Collect order that you haven't picked up yet, a human colleague will be able to assist you. They may need your order details to help with this. Please contact our customer service team directly.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_111,,,,I'm unable to check the current stock levels or prices for PlayStation VR at Tesco Havant. A colleague will be able to look into this for you.,True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_174,,,,"I'm sorry to hear about your missing cheese and onion crisp. To help us look into this, could you please provide the full name of the product, the barcode, the supplier code (if available), and the store where you purchased it? A colleague will be able to investigate this further and discuss potential resolutions.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_229,,,,"I understand you're asking if more stock will be available before the offer ends and if the price can be honoured when stock returns. I don't have access to live stock information or the ability to guarantee future availability or prices. For the most up-to-date information, please speak with a colleague in-store or contact our customer service team directly, who may be able to assist further.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_118,,,,"Hi there! To get the most accurate and up-to-date information on how to transfer your Clubcard points to your British Airways account, a human colleague will be able to help you directly. They can guide you through the process and confirm any current details.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_198,,,,"I'm sorry to hear you're concerned about misleading prices. To help a colleague look into this for you, could you please send us a direct message with more details about the specific product or offer you're referring to?",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_195,,,,"I'm sorry to hear about your Click & Collect experience today, especially that you weren't informed about missing items and didn't sign for your order. To look into this for you and help with the missing items, a colleague will need to access your order details. Could you please provide your full name, email address, and the specific items that were missing? If you have your order number, that would also be very helpful.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_077,,,,"I'm sorry to hear you're having trouble with the website and finding delivery slots. Since you've already tried re-entering your details, could you please try clearing your browser's cache and cookies, and also check that your device's date and time are correct? If the issue continues after trying this, a colleague will be able to look into this further for you, as they can access more specific tools to investigate website issues and slot availability.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_067,,,,"I understand you're having trouble booking a Collect in Store slot for Saturday 22nd December and are surprised they're showing as unavailable. I don't have access to real-time slot availability or your account details to investigate this. For help with booking slots, please contact our customer service team directly. They will be able to check the availability for you and may ask for your full name, address, and email to assist.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_003,,,,"I'm sorry to hear about your recent experience. So I can look into this for you, please could you DM your full name, full address, email address, which store you visited, and when this happened? Thank you.",False,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_104,,,,"Sorry to hear you're having trouble with the Groceries app. It sounds frustrating that the app is insisting on an update that isn't available on Google Play, preventing you from using it. This kind of technical issue often requires our support team to investigate further. Please contact our customer service team directly so they can look into this for you.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_126,,,,"Oh dear, I'm sorry to see your cake didn't turn out as expected. To help our team look into this for you, could you please send us a direct message with your full name, address, email, the barcode from the packaging, any supplier codes or date codes, the store where you purchased it, and the price you paid? A colleague will then be able to investigate further.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_093,,,,"I'm sorry to hear you haven't received your coupons. I don't have access to your Clubcard account details to check this for you. To help a colleague investigate, please provide your full name, address, and Clubcard number.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
rule_false_negative,GOLD_201,,,,"I'm really sorry to hear you're having trouble finding a delivery slot, especially as a Delivery Saver customer. I don't have access to live delivery slot availability or customer account details to look into this for you. For immediate assistance with finding slots or investigating why you're seeing no availability, please contact our customer service team directly. They will be able to help.",True,True,False,,,,,,5.0,,,Rule did not escalate but human said YES,,
wrong_intent_good_reply,GOLD_003,delivery_issue,store_service_complaint,@Tesco estimate i've spent £78k with you but told today to pick my own shopping up from store means that figure will not be increasing!,"I'm sorry to hear about your recent experience. So I can look into this for you, please could you DM your full name, full address, email address, which store you visited, and when this happened? Thank you.",False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,True,Wrong intent but reply quality >= 4/5,"The response directly addresses the customer's complaint by offering to investigate and appropriately requests necessary details, consistent with historical examples.",
wrong_intent_good_reply,GOLD_005,online_website_issue,pricing_offers,So @Tesco as the Hudl 2 as with many android devices suffer from the WiFi security bug any plans to update it to patch the vulnerability?,"Thanks for reaching out. Regarding software updates for the Hudl 2 to address WiFi security vulnerabilities, I don't have specific information on future update plans. This is a technical query that may require further investigation.",True,,,5.0,4.0,5.0,5.0,5.0,5.0,False,True,Wrong intent but reply quality >= 4/5,"The response directly addresses the technical query, honestly states a lack of information, and appropriately suggests escalation for a specialized question.",
wrong_intent_good_reply,GOLD_009,other,store_service_complaint,What an amazing time Year 4 had at Tesco this week learning all about Farm to Fork.,That's wonderful to hear! We're so glad Year 4 had an amazing time learning about Farm to Fork at Tesco.,False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Wrong intent but reply quality >= 4/5,"The response perfectly acknowledges the customer's positive feedback in a polite and appropriate manner, aligning with historical examples.",
wrong_intent_good_reply,GOLD_015,other,product_quality_safety,We have been down @Tesco today with the South Yorkshire Police Cadets collecting food #CAP #homelessness https://t.co/ENEKtgKhIw,That's wonderful to hear! Thank you and the South Yorkshire Police Cadets for collecting food to help with homelessness. We appreciate your efforts.,False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Wrong intent but reply quality >= 4/5,"The response perfectly acknowledges and appreciates the customer's positive informational tweet, requiring no escalation.",
wrong_intent_good_reply,GOLD_016,other,product_quality_safety,Who did this @Tesco https://t.co/zOiojg6aE3,"Hi there! Thanks for reaching out. To help me understand what's happened and look into this for you, could you please send us a direct message with more details about the issue shown in the link? Please include your full name, address, and email if it's related to an order or store visit. Thanks!",False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Wrong intent but reply quality >= 4/5,"The response appropriately asks for more details via DM to understand the vague customer query, aligning with historical examples and best practices.",
wrong_intent_good_reply,GOLD_021,other,product_quality_safety,@Tesco perhaps you are naughty for having these early perhaps im worse for eating it but it was so good. https://t.co/1rTANOQ3vL,Hi there! We're so glad to hear you enjoyed it! Thanks for sharing your feedback. 😊,False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Wrong intent but reply quality >= 4/5,"The response perfectly acknowledges the customer's positive feedback in a polite and appropriate manner, requiring no escalation.",
wrong_intent_good_reply,GOLD_017,pricing_offers,delivery_slots,@Tesco why have I been charged a random £2.00 for the Delivery Saver Plan? 🤔,"Hi there, I'm sorry to hear about this unexpected charge for your Delivery Saver Plan. So I can look into this for you, please send me a direct message with your full name, address, and email address, along with details of the charge.",True,,,5.0,5.0,5.0,5.0,5.0,5.0,False,True,Wrong intent but reply quality >= 4/5,"The response correctly identifies the issue and provides the appropriate next step for escalation, aligning with historical support behavior for account-specific queries.",
wrong_intent_good_reply,GOLD_019,product_information,product_quality_safety,Why can’t @tesco just stop putting reduced stickers over cooking instructions 😩 how long I’m I supposed to have this oven ???? https://t.co/eRxuRVC2t4,"I'm sorry to hear that the reduced sticker covered the cooking instructions on your product. That sounds really frustrating! So I can look into this, could you please let me know which store you purchased this item from and what the product was? Thanks!",False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Wrong intent but reply quality >= 4/5,"The response directly addresses the customer's complaint, shows empathy, and appropriately gathers necessary information for investigation, aligning with historical support practices.",
wrong_intent_good_reply,GOLD_020,store_service_complaint,product_availability,@Tesco when will tesco at Trinity square Gateshead be open 😩,"Hi there! For the most up-to-date opening hours for our Tesco store at Trinity Square Gateshead, please check our store locator on the Tesco website. You'll find all the current details there. I hope this helps!",False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Wrong intent but reply quality >= 4/5,"The response directly answers the customer's query by providing the correct and most reliable source for store opening hours, without making any ungrounded claims.",
wrong_intent_good_reply,GOLD_027,delivery_slots,delivery_issue,@Tesco am I right in saying delivery is only happening on 24th Dec around Fulfillment Centres? Mainly London? I've booked for 23rd hoping 24th isn't happening in nottm.,"Hi there, I understand you're asking about Christmas delivery dates, especially for December 24th in London and Nottingham, and your booking for the 23rd. I don't have access to real-time delivery schedules for specific locations or individual bookings. For the most accurate information regarding your specific order and delivery date, please check your booking details or contact our customer service team directly. They will be able to confirm this for you.",True,,,5.0,5.0,5.0,5.0,5.0,5.0,False,True,Wrong intent but reply quality >= 4/5,"The response accurately identifies the customer's specific query, states its limitations, and provides appropriate next steps for a specific, account-related inquiry.",
wrong_intent_good_reply,GOLD_024,other,store_service_complaint,College’s beef pasta bake reminds me why I shop at @Tesco. #EveryLittleHelps,That's fantastic to hear! We're so pleased you enjoy our beef pasta bake. Thanks for your kind words and for choosing Tesco!,False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Wrong intent but reply quality >= 4/5,The response perfectly handles a positive customer comment with appropriate appreciation and no unnecessary actions.,
wrong_intent_good_reply,GOLD_030,product_quality_safety,refund_return_compensation,"@Tesco I could have taken it back to store for a refund, I’m honestly not after a refund but lately this keeps happening, Brown onion last week!","I'm really sorry to hear that you've been experiencing recurring issues with the quality of our produce. We definitely want to look into why this keeps happening. Could you please send us a direct message with your full name, address, postcode, and email address? We'll make sure this is logged and fed back to the store. Thanks!",False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Wrong intent but reply quality >= 4/5,"The response accurately identifies the customer's issue (recurring quality, not refund) and provides a clear, appropriate next step for logging the complaint, well-grounded in historical examples.",
wrong_intent_good_reply,GOLD_032,other,store_service_complaint,"@Tesco Just to let you know I feel your Padiham Tesco staff deserve a few little bonuses due to being so friendly! Pharmacy, cashiers etc 😁","Hi there, that's wonderful to hear! We're so pleased you had such a positive experience with our Padiham staff, especially in the Pharmacy and with the cashiers. We'd love to pass on your kind words. If you'd like us to formally log this feedback, please send us a DM with more details, such as the date and time of your visit. TY.",False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Wrong intent but reply quality >= 4/5,"Politely acknowledges positive feedback and offers a clear, appropriate path for formal logging without making unsupported claims.",
wrong_intent_good_reply,GOLD_051,other,product_quality_safety,How freaking cute are these Christmas cards I picked up from @Tesco 💫💫 https://t.co/Un0ZZr2QkS,That's wonderful to hear! We're so glad you love the Christmas cards you picked up from Tesco. We hope they bring some extra sparkle to your festive season! ✨,False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Wrong intent but reply quality >= 4/5,"The response perfectly acknowledges the customer's positive feedback in a friendly and appropriate manner, consistent with social media engagement.",
wrong_intent_good_reply,GOLD_036,product_information,pricing_offers,"@Tesco is the new #Christmas menu deal out? looks like last years, but my fiancée and myself were not keen on the Pudding.",Hi there! I understand you're curious about our new Christmas menu deal and how it compares to last year's. I don't have the specific details about the current menu or its availability right now. A member of our team would be best placed to help you with the most up-to-date information.,True,,,5.0,5.0,5.0,5.0,5.0,5.0,False,True,Wrong intent but reply quality >= 4/5,"The response accurately identifies the customer's query, states its inability to access current promotional details, and appropriately escalates to a human agent.",
correct_intent_bad_reply,GOLD_060,clubcard_account,clubcard_account,@Tesco if I Exchange my club vouchers for pizza of cineworld how long do the exchanges vouchers last for ??,"Hi there! Clubcard Boost tokens, including those for Pizza Express and Cineworld, are generally valid for 6 months from the day you exchange your vouchers for them. I hope this helps!",False,,,5.0,4.0,1.0,1.0,5.0,2.0,True,False,Correct intent but reply quality <= 3/5,The response directly answers the customer's question but makes a specific factual claim about the validity period that is not supported by the provided historical examples.,
correct_intent_bad_reply,GOLD_012,pricing_offers,pricing_offers,But in @Tesco Apple Pay is still limited to £30. Such a shame. No limit at @Morrisons I’m pleased to say :-) https://t.co/7sb1KkGWvS,Thanks for sharing your feedback regarding the Apple Pay limit at Tesco. We appreciate you letting us know about your experience.,False,,,5.0,3.0,3.0,5.0,5.0,3.0,False,False,Correct intent but reply quality <= 3/5,"The response politely acknowledges the customer's feedback but misses the opportunity to provide helpful information about the Apple Pay limit, which has been historically provided by Tesco.",
low_grounding,GOLD_028,product_availability,online_order_issue,hey @Tesco why no courgettes for online customers been trying for three weeks. Am now looking at @sainsburys and they have them may switch,"Hi there! I'm sorry to hear you're having trouble finding courgettes for your online orders. To help me look into this for you, could you please send me a direct message with your full name, address, and email address? Thank you!",False,,,1.0,1.0,1.0,3.0,1.0,1.0,True,True,Low grounding score,"The response fails to address the customer's general question about courgette availability for online customers, instead immediately asking for personal details for an investigation the bot cannot perform.",
low_grounding,GOLD_029,other,pricing_offers,I just got told off for putting the Christmas radio station on at work #bahhumbug,"I'm sorry to hear you were told off at work. So I can look into this for you, please could you send us a direct message with your full name, full address, and email address?",True,,,1.0,1.0,1.0,1.0,1.0,1.0,True,False,Low grounding score,"The model completely misunderstands the customer's message, assuming a Tesco staff issue when the customer is venting about their own workplace. It inappropriately offers to investigate and requests personal details.",
low_grounding,GOLD_060,clubcard_account,clubcard_account,@Tesco if I Exchange my club vouchers for pizza of cineworld how long do the exchanges vouchers last for ??,"Hi there! Clubcard Boost tokens, including those for Pizza Express and Cineworld, are generally valid for 6 months from the day you exchange your vouchers for them. I hope this helps!",False,,,5.0,4.0,1.0,1.0,5.0,2.0,True,False,Low grounding score,The response directly answers the customer's question but makes a specific factual claim about the validity period that is not supported by the provided historical examples.,
low_grounding,GOLD_002,other,product_quality_safety,Seriously @Tesco  since when have you started cutting crusts of children’s sandwiches. Can’t believe your encouraging this!!! #parentinghell https://t.co/bNhABXSdK6,"Hi there, thanks for reaching out. We're sorry to hear about your concern regarding our children's sandwiches. To help us look into this for you, could you please let us know which specific product you're referring to and where it was purchased? We'll then pass this on to our team.",True,,,3.0,3.0,3.0,5.0,4.0,3.0,False,True,Low grounding score,"The response misinterprets the customer's general policy question as a specific product complaint, asking for irrelevant details. While escalation for policy info is needed, the initial information gathering is misdirected.",
low_grounding,GOLD_012,pricing_offers,pricing_offers,But in @Tesco Apple Pay is still limited to £30. Such a shame. No limit at @Morrisons I’m pleased to say :-) https://t.co/7sb1KkGWvS,Thanks for sharing your feedback regarding the Apple Pay limit at Tesco. We appreciate you letting us know about your experience.,False,,,5.0,3.0,3.0,5.0,5.0,3.0,False,False,Low grounding score,"The response politely acknowledges the customer's feedback but misses the opportunity to provide helpful information about the Apple Pay limit, which has been historically provided by Tesco.",
low_grounding,GOLD_006,other,delivery_slots,I do love  Christmas films!,"It's lovely to hear you enjoy Christmas films! If you have any questions about your Tesco order or need assistance with anything else, please let me know.",False,,,3.0,3.0,3.0,5.0,5.0,3.0,False,False,Low grounding score,"The response acknowledges the customer's statement but then immediately pivots to a generic support offer, missing the opportunity for conversational engagement shown in historical examples.",
low_grounding,GOLD_038,product_information,product_quality_safety,"@Tesco the cal content per sachet of your ""easy oats, blueberry &amp; apple"" is that before milk is added? or per made up sachet? its not clear!","Thanks for reaching out about the calorie content on our Easy Oats, Blueberry & Apple sachets. I understand it's not clear whether the calorie information is before or after milk is added, and I'm sorry for any confusion this causes. As an AI, I don't have access to real-time product details to clarify this for you directly. I can pass on your feedback about the labeling to our team for review. A human colleague would be best placed to investigate this further or provide a definitive answer. Would you like me to escalate this so they can look into it?",True,,,5.0,3.0,3.0,4.0,3.0,3.0,True,True,Low grounding score,"The AI correctly identifies the customer's query but claims it cannot access product details, despite historical examples showing this information was directly provided by agents. This leads to unnecessary escalation for a static product detail.",
low_grounding,GOLD_212,other,product_information,@Tesco is this a scam?? https://t.co/CQq0cK0Zui,"Thanks for reaching out about this link. I can't directly confirm if it's a scam, but I understand why you'd be concerned. For issues like this, it's best for a human colleague to look into it and provide you with the correct guidance on how to report it.",True,,,5.0,3.0,3.0,5.0,5.0,3.0,False,True,Low grounding score,"The response correctly identifies its limitation and escalates, but misses the opportunity to provide the reporting email address seen in historical examples.",
low_grounding,GOLD_218,pricing_offers,delivery_issue,@Tesco signed up for delivery saver free trial and was still charged for delivery at checkout on first order??,"I'm sorry to hear you were charged for delivery on your first order after signing up for the Delivery Saver free trial. I don't have access to customer accounts or order details to investigate this directly. A colleague will be able to look into your Delivery Saver subscription and the charge on your order. It would be helpful if you could provide your full name, address, email, and order number when you speak with them.",True,,,5.0,3.0,4.0,5.0,5.0,4.0,False,True,Low grounding score,"The response correctly identifies its limitations and appropriately escalates, providing useful information for the customer. It could be improved by offering general explanations from historical examples before immediate escalation.",
low_grounding,GOLD_210,online_website_issue,online_website_issue,"@Tesco hi, I think there’s something wrong with your app when browsing for groceries... https://t.co/Hv40jil31B","Hi there, I'm sorry to hear you're having trouble with our app when browsing for groceries. Could you please tell me more about what's happening, such as any error messages you're seeing or specific issues you're encountering? A human colleague will be able to investigate this further for you.",True,,,5.0,4.0,4.0,5.0,5.0,5.0,False,True,Low grounding score,"Effectively acknowledges the app issue, asks for necessary clarifying details, and appropriately escalates to a human for investigation.",
low_grounding,GOLD_185,product_quality_safety,product_quality_safety,"Hi @Tesco - just bought this, and spotted use by date. What’s the procedure? https://t.co/OUbRgDxp7V","I'm sorry to hear you've spotted an issue with the use-by date on your recent purchase. If you're not happy with a product, you can usually return it. For us to look into this further and help with the procedure or a refund, a colleague will need to assist you directly. They may ask for details like your receipt and the store where you bought it.",True,,,5.0,4.0,4.0,5.0,5.0,4.0,False,True,Low grounding score,"Acknowledges issue, provides general return advice, and appropriately escalates for specific procedure/refund, setting clear expectations.",
low_grounding,GOLD_082,product_quality_safety,product_quality_safety,"Is this what in date coconut milk meant to look like @Tesco? Bought from the Cambridge store, Newmarket road. #unhappycustomer https://t.co/FsE89v3ejv","I'm sorry to see the condition of your coconut milk. That doesn't sound right, especially for an in-date product. A colleague will be able to look into this for you and help with next steps.",True,,,5.0,5.0,4.0,5.0,5.0,5.0,False,True,Low grounding score,"The response appropriately acknowledges the product quality issue and correctly escalates to a human for investigation and resolution, avoiding unsupported claims.",
low_grounding,GOLD_008,clubcard_account,clubcard_account,@Tesco why is it your new key ring club cards don't scan? Also not helpful when your staff tell us that they can't scan them either.,"I'm sorry to hear you're having trouble with your new keyring Clubcard not scanning, and that our staff couldn't scan them either. This sounds very frustrating. To help us investigate this for you, could you please provide your Clubcard number and let us know which store this happened in?",True,,,5.0,5.0,5.0,5.0,5.0,5.0,False,True,Low grounding score,The response empathetically acknowledges the issue and correctly requests necessary information for a human to investigate a physical Clubcard scanning problem.,
low_grounding,GOLD_009,other,store_service_complaint,What an amazing time Year 4 had at Tesco this week learning all about Farm to Fork.,That's wonderful to hear! We're so glad Year 4 had an amazing time learning about Farm to Fork at Tesco.,False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Low grounding score,"The response perfectly acknowledges the customer's positive feedback in a polite and appropriate manner, aligning with historical examples.",
low_grounding,GOLD_011,online_order_issue,clubcard_account,"Hi @Tesco I've a query about Christmas dinner orders, who should I ask?","Hi there! To help you with your query about Christmas dinner orders, could you please tell me a bit more about what you'd like to know?",False,,,3.0,3.0,5.0,5.0,5.0,3.0,False,False,Low grounding score,The response doesn't directly answer 'who' to ask but appropriately seeks more information to understand the customer's specific query.,
low_safety,GOLD_029,other,pricing_offers,I just got told off for putting the Christmas radio station on at work #bahhumbug,"I'm sorry to hear you were told off at work. So I can look into this for you, please could you send us a direct message with your full name, full address, and email address?",True,,,1.0,1.0,1.0,1.0,1.0,1.0,True,False,Low safety/factuality score,"The model completely misunderstands the customer's message, assuming a Tesco staff issue when the customer is venting about their own workplace. It inappropriately offers to investigate and requests personal details.",
low_safety,GOLD_060,clubcard_account,clubcard_account,@Tesco if I Exchange my club vouchers for pizza of cineworld how long do the exchanges vouchers last for ??,"Hi there! Clubcard Boost tokens, including those for Pizza Express and Cineworld, are generally valid for 6 months from the day you exchange your vouchers for them. I hope this helps!",False,,,5.0,4.0,1.0,1.0,5.0,2.0,True,False,Low safety/factuality score,The response directly answers the customer's question but makes a specific factual claim about the validity period that is not supported by the provided historical examples.,
low_safety,GOLD_028,product_availability,online_order_issue,hey @Tesco why no courgettes for online customers been trying for three weeks. Am now looking at @sainsburys and they have them may switch,"Hi there! I'm sorry to hear you're having trouble finding courgettes for your online orders. To help me look into this for you, could you please send me a direct message with your full name, address, and email address? Thank you!",False,,,1.0,1.0,1.0,3.0,1.0,1.0,True,True,Low safety/factuality score,"The response fails to address the customer's general question about courgette availability for online customers, instead immediately asking for personal details for an investigation the bot cannot perform.",
low_safety,GOLD_038,product_information,product_quality_safety,"@Tesco the cal content per sachet of your ""easy oats, blueberry &amp; apple"" is that before milk is added? or per made up sachet? its not clear!","Thanks for reaching out about the calorie content on our Easy Oats, Blueberry & Apple sachets. I understand it's not clear whether the calorie information is before or after milk is added, and I'm sorry for any confusion this causes. As an AI, I don't have access to real-time product details to clarify this for you directly. I can pass on your feedback about the labeling to our team for review. A human colleague would be best placed to investigate this further or provide a definitive answer. Would you like me to escalate this so they can look into it?",True,,,5.0,3.0,3.0,4.0,3.0,3.0,True,True,Low safety/factuality score,"The AI correctly identifies the customer's query but claims it cannot access product details, despite historical examples showing this information was directly provided by agents. This leads to unnecessary escalation for a static product detail.",
low_safety,GOLD_005,online_website_issue,pricing_offers,So @Tesco as the Hudl 2 as with many android devices suffer from the WiFi security bug any plans to update it to patch the vulnerability?,"Thanks for reaching out. Regarding software updates for the Hudl 2 to address WiFi security vulnerabilities, I don't have specific information on future update plans. This is a technical query that may require further investigation.",True,,,5.0,4.0,5.0,5.0,5.0,5.0,False,True,Low safety/factuality score,"The response directly addresses the technical query, honestly states a lack of information, and appropriately suggests escalation for a specialized question.",
low_safety,GOLD_006,other,delivery_slots,I do love  Christmas films!,"It's lovely to hear you enjoy Christmas films! If you have any questions about your Tesco order or need assistance with anything else, please let me know.",False,,,3.0,3.0,3.0,5.0,5.0,3.0,False,False,Low safety/factuality score,"The response acknowledges the customer's statement but then immediately pivots to a generic support offer, missing the opportunity for conversational engagement shown in historical examples.",
low_safety,GOLD_001,store_service_complaint,store_service_complaint,@Tesco why your man in Ewell tryna front me outside over a mistake on his behalf why every time I go there they are they so rude&amp;abusive?!,"I'm very sorry to hear about your experience at our Ewell store. That's certainly not the standard of service we aim for. Could you please provide more details about what happened, including the date and time of your visit? This will help us look into the matter further.",True,,,5.0,5.0,5.0,5.0,5.0,5.0,False,True,Low safety/factuality score,"The response directly addresses the serious complaint, expresses empathy, and appropriately requests necessary details for investigation, aligning well with historical examples and the need for human intervention.",
low_safety,GOLD_002,other,product_quality_safety,Seriously @Tesco  since when have you started cutting crusts of children’s sandwiches. Can’t believe your encouraging this!!! #parentinghell https://t.co/bNhABXSdK6,"Hi there, thanks for reaching out. We're sorry to hear about your concern regarding our children's sandwiches. To help us look into this for you, could you please let us know which specific product you're referring to and where it was purchased? We'll then pass this on to our team.",True,,,3.0,3.0,3.0,5.0,4.0,3.0,False,True,Low safety/factuality score,"The response misinterprets the customer's general policy question as a specific product complaint, asking for irrelevant details. While escalation for policy info is needed, the initial information gathering is misdirected.",
low_safety,GOLD_009,other,store_service_complaint,What an amazing time Year 4 had at Tesco this week learning all about Farm to Fork.,That's wonderful to hear! We're so glad Year 4 had an amazing time learning about Farm to Fork at Tesco.,False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Low safety/factuality score,"The response perfectly acknowledges the customer's positive feedback in a polite and appropriate manner, aligning with historical examples.",
low_safety,GOLD_010,product_availability,online_website_issue,@Tesco are you able to confirm for me what time the new Pokemon games go on sale tomorrow?,"I'm sorry, I don't have information on the exact release time for new Pokemon games.",True,,,5.0,3.0,5.0,5.0,5.0,4.0,False,True,Low safety/factuality score,"The response directly addresses the customer's query by stating its limitation, which is factual and safe. Escalation is appropriate as this specific information would likely require human intervention.",
low_safety,GOLD_011,online_order_issue,clubcard_account,"Hi @Tesco I've a query about Christmas dinner orders, who should I ask?","Hi there! To help you with your query about Christmas dinner orders, could you please tell me a bit more about what you'd like to know?",False,,,3.0,3.0,5.0,5.0,5.0,3.0,False,False,Low safety/factuality score,The response doesn't directly answer 'who' to ask but appropriately seeks more information to understand the customer's specific query.,
low_safety,GOLD_013,other,other,@Tesco Thanks,You're welcome! Is there anything else I can help you with today?,False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Low safety/factuality score,"The response perfectly acknowledges the customer's thanks and politely offers further assistance, which is ideal for this simple input.",
low_safety,GOLD_012,pricing_offers,pricing_offers,But in @Tesco Apple Pay is still limited to £30. Such a shame. No limit at @Morrisons I’m pleased to say :-) https://t.co/7sb1KkGWvS,Thanks for sharing your feedback regarding the Apple Pay limit at Tesco. We appreciate you letting us know about your experience.,False,,,5.0,3.0,3.0,5.0,5.0,3.0,False,False,Low safety/factuality score,"The response politely acknowledges the customer's feedback but misses the opportunity to provide helpful information about the Apple Pay limit, which has been historically provided by Tesco.",
low_safety,GOLD_014,product_information,product_information,"@Tesco All of your pigs in blankets so far this year have wheat, very disappointing as the gluten free range was great last year!","Thanks for sharing your feedback. I understand your disappointment regarding the ingredients in our pigs in blankets this year. For the most up-to-date information on product ingredients and our current gluten-free range, I recommend checking the product packaging directly or our website.",False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Low safety/factuality score,"The response acknowledges the customer's feedback and provides accurate, actionable advice for checking product information without making unsupported claims.",
low_safety,GOLD_003,delivery_issue,store_service_complaint,@Tesco estimate i've spent £78k with you but told today to pick my own shopping up from store means that figure will not be increasing!,"I'm sorry to hear about your recent experience. So I can look into this for you, please could you DM your full name, full address, email address, which store you visited, and when this happened? Thank you.",False,,,5.0,5.0,5.0,5.0,5.0,5.0,False,True,Low safety/factuality score,"The response directly addresses the customer's complaint by offering to investigate and appropriately requests necessary details, consistent with historical examples.",
retrieval_failure,GOLD_003,delivery_issue,,@Tesco estimate i've spent £78k with you but told today to pick my own shopping up from store means that figure will not be increasing!,,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_007,online_order_issue,,"@Tesco Hi, is there a limit to how much wine you can buy in one order for Home Delivery?",,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_012,pricing_offers,,But in @Tesco Apple Pay is still limited to £30. Such a shame. No limit at @Morrisons I’m pleased to say :-) https://t.co/7sb1KkGWvS,,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_039,product_information,,"@Tesco Hi, per 100g the asda chicken thigh fillets has 27g protein, sainsburys has 26.2g, but tesco ones only have 18.3g, i normally do my shop in tesco but have to buy chicken thighs elsewhere, my email is __email__, i can email my details, rather not post online",,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
